EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Age_Group
3515,37,No,Travel_Rarely,Research & Development,23,Bachelor,Life Sciences,1,Male,3,Manufacturing Director,Divorced,166590,7.0,Y,16,8,1,9.0,2,6,1,3,3.0,4.0,3.0,3,3,33-42
3516,27,No,Travel_Rarely,Research & Development,6,College,Medical,1,Female,1,Healthcare Representative,Married,42600,1.0,Y,11,8,2,4.0,2,4,2,2,4.0,3.0,3.0,3,3,24-33
3517,34,No,Travel_Rarely,Sales,1,Below College,Marketing,1,Female,2,Laboratory Technician,Married,24760,1.0,Y,19,8,0,6.0,2,6,1,3,2.0,3.0,2.0,3,3,33-42
3518,35,No,Travel_Rarely,Research & Development,6,Bachelor,Life Sciences,1,Female,3,Laboratory Technician,Single,31020,1.0,Y,13,8,1,6.0,3,5,1,4,3.0,3.0,1.0,2,3,33-42
3519,29,Yes,Travel_Rarely,Research & Development,6,Bachelor,Life Sciences,1,Male,1,Sales Executive,Married,22440,1.0,Y,12,8,3,11.0,5,11,3,10,4.0,1.0,1.0,1,3,24-33
3520,40,No,Travel_Frequently,Research & Development,2,Master,Medical,1,Male,4,Human Resources,Single,75960,9.0,Y,11,8,0,20.0,0,18,2,13,2.0,3.0,2.0,1,3,33-42
3521,42,Yes,Travel_Frequently,Sales,2,Master,Life Sciences,1,Male,1,Laboratory Technician,Single,22850,0.0,Y,16,8,0,22.0,3,21,13,14,3.0,1.0,2.0,1,3,42-51
3522,42,No,Travel_Rarely,Research & Development,1,College,Life Sciences,1,Male,4,Laboratory Technician,Single,30340,7.0,Y,21,8,1,9.0,3,6,1,5,2.0,1.0,4.0,2,4,42-51
3523,35,No,Travel_Rarely,Research & Development,5,Bachelor,Medical,1,Male,1,Healthcare Representative,Married,57150,6.0,Y,24,8,2,10.0,0,8,1,7,4.0,3.0,3.0,3,4,33-42
3524,24,No,Travel_Rarely,Sales,7,Master,Life Sciences,1,Female,1,Laboratory Technician,Single,25760,8.0,Y,17,8,3,6.0,3,4,1,2,4.0,2.0,3.0,3,3,24-33
3525,28,Yes,Travel_Rarely,Research & Development,15,Master,Life Sciences,1,Male,2,Sales Executive,Married,41970,1.0,Y,13,8,0,1.0,3,1,0,0,3.0,4.0,2.0,1,3,24-33
3526,26,No,Travel_Rarely,Research & Development,1,Master,Life Sciences,1,Male,2,Sales Representative,Married,143360,1.0,Y,21,8,1,8.0,3,8,0,7,1.0,4.0,3.0,3,4,24-33
3527,30,No,Travel_Rarely,Research & Development,7,College,Life Sciences,1,Female,1,Manufacturing Director,Married,34480,1.0,Y,11,8,0,10.0,3,10,1,4,3.0,3.0,3.0,3,3,24-33
3528,40,No,Travel_Frequently,Research & Development,26,Master,Life Sciences,1,Male,2,Research Scientist,Married,194060,3.0,Y,20,8,3,16.0,2,1,0,0,3.0,4.0,1.0,3,4,33-42
3529,35,No,Travel_Rarely,Research & Development,18,Doctor,Medical,1,Female,2,Research Scientist,Divorced,65380,2.0,Y,16,8,1,15.0,3,7,6,4,3.0,2.0,4.0,3,3,33-42
3530,34,No,Travel_Frequently,Research & Development,6,College,Life Sciences,1,Male,1,Research Director,Single,43060,0.0,Y,11,8,0,14.0,2,13,4,9,4.0,1.0,3.0,3,3,33-42
3531,35,No,Travel_Frequently,Research & Development,3,Bachelor,Medical,1,Female,2,Laboratory Technician,Married,22580,1.0,Y,11,8,1,2.0,2,2,2,2,4.0,4.0,4.0,3,3,33-42
3532,43,Yes,Travel_Rarely,Sales,5,Bachelor,Marketing,1,Female,3,Research Scientist,Single,45220,8.0,Y,15,8,1,7.0,3,4,1,3,1.0,3.0,2.0,3,3,42-51
3533,32,No,Non-Travel,Research & Development,11,College,Other,1,Female,2,Research Scientist,Divorced,44870,1.0,Y,11,8,0,1.0,5,1,0,0,3.0,1.0,3.0,2,3,24-33
3534,56,No,Travel_Rarely,Research & Development,3,College,Other,1,Male,2,Healthcare Representative,Divorced,44490,1.0,Y,15,8,0,28.0,3,5,4,2,4.0,1.0,3.0,1,3,51-60
3535,29,No,Travel_Rarely,Research & Development,26,Below College,Life Sciences,1,Male,1,Laboratory Technician,Married,22180,1.0,Y,24,8,1,10.0,1,10,0,8,3.0,4.0,3.0,3,4,24-33
3536,19,No,Travel_Rarely,Research & Development,23,Master,Life Sciences,1,Male,2,Laboratory Technician,Single,191970,1.0,Y,12,8,0,1.0,2,1,0,0,3.0,1.0,3.0,3,3,15-24
3537,45,No,Travel_Rarely,Research & Development,22,Bachelor,Life Sciences,1,Female,2,Sales Representative,Married,132120,4.0,Y,13,8,0,7.0,4,3,0,2,1.0,3.0,2.0,3,3,42-51
3538,37,No,Travel_Rarely,Research & Development,14,Master,Life Sciences,1,Male,3,Research Scientist,Married,65770,1.0,Y,13,8,0,14.0,1,14,3,11,4.0,4.0,2.0,1,3,33-42
3539,20,No,Travel_Rarely,Research & Development,6,Bachelor,Medical,1,Male,5,Research Director,Single,83920,1.0,Y,17,8,0,2.0,5,2,1,2,1.0,3.0,2.0,3,3,15-24
3540,44,Yes,Travel_Rarely,Human Resources,6,College,Human Resources,1,Male,3,Sales Executive,Single,45580,1.0,Y,13,8,1,6.0,2,6,0,2,3.0,3.0,3.0,1,3,42-51
3541,53,No,Travel_Rarely,Research & Development,6,Master,Life Sciences,1,Male,1,Research Director,Divorced,40310,3.0,Y,12,8,1,26.0,3,7,4,7,4.0,3.0,3.0,2,3,51-60
3542,29,No,Travel_Rarely,Research & Development,23,Bachelor,Medical,1,Male,1,Sales Executive,Married,79690,0.0,Y,14,8,0,6.0,3,5,1,3,2.0,4.0,2.0,3,3,24-33
3543,22,Yes,Travel_Frequently,Research & Development,22,Master,Medical,1,Male,1,Sales Representative,Married,26540,0.0,Y,24,8,0,1.0,5,0,0,0,3.0,4.0,3.0,2,4,15-24
3544,46,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,1,Male,2,Research Scientist,Married,165550,8.0,Y,14,8,2,28.0,4,26,15,9,3.0,1.0,3.0,3,3,42-51
3545,44,No,Non-Travel,Research & Development,20,Bachelor,Life Sciences,1,Male,1,Sales Representative,Single,45560,2.0,Y,13,8,0,6.0,4,0,0,0,4.0,3.0,3.0,3,3,42-51
3546,33,No,Travel_Rarely,Research & Development,28,Master,Life Sciences,1,Female,1,Manager,Married,60910,1.0,Y,15,8,0,5.0,6,5,1,4,2.0,3.0,3.0,1,3,33-42
3547,41,Yes,Non-Travel,Research & Development,12,Bachelor,Life Sciences,1,Male,2,Sales Representative,Divorced,195660,6.0,Y,16,8,0,5.0,2,1,0,0,1.0,1.0,1.0,4,3,33-42
3548,30,No,Travel_Rarely,Sales,20,Bachelor,Marketing,1,Male,3,Sales Executive,Divorced,48100,8.0,Y,18,8,0,8.0,3,4,0,3,3.0,1.0,3.0,2,3,24-33
3549,40,No,Travel_Frequently,Sales,9,Bachelor,Medical,1,Male,1,Manufacturing Director,Married,45230,5.0,Y,16,8,1,5.0,5,0,0,0,2.0,2.0,3.0,4,3,33-42
3550,50,No,Travel_Frequently,Research & Development,25,Master,Life Sciences,1,Female,2,Healthcare Representative,Married,32020,2.0,Y,24,8,1,32.0,2,2,2,2,4.0,1.0,3.0,3,4,42-51
3551,28,No,Travel_Rarely,Research & Development,6,Bachelor,Technical Degree,1,Male,2,Research Scientist,Married,23510,1.0,Y,16,8,0,6.0,4,6,3,3,4.0,1.0,3.0,3,3,24-33
3552,46,No,Travel_Rarely,Research & Development,8,Master,Other,1,Male,3,Manager,Married,17020,5.0,Y,21,8,0,25.0,2,4,0,3,4.0,2.0,3.0,3,4,42-51
3553,35,No,Travel_Rarely,Sales,4,Master,Marketing,1,Male,1,Laboratory Technician,Married,180410,3.0,Y,20,8,1,15.0,3,7,1,7,3.0,1.0,3.0,2,4,33-42
3554,24,Yes,Travel_Rarely,Human Resources,28,Master,Human Resources,1,Male,3,Manufacturing Director,Married,28860,1.0,Y,19,8,1,1.0,5,1,0,0,4.0,2.0,1.0,3,3,24-33
3555,33,No,Travel_Frequently,Research & Development,9,College,Medical,1,Female,1,Sales Executive,Married,20970,1.0,Y,14,8,2,10.0,5,10,0,1,2.0,3.0,2.0,2,3,33-42
3556,36,No,Travel_Rarely,Research & Development,9,College,Medical,1,Male,2,Sales Executive,Divorced,119350,1.0,Y,11,8,3,7.0,6,7,1,7,3.0,3.0,3.0,4,3,33-42
3557,30,No,Travel_Rarely,Sales,29,Bachelor,Marketing,1,Male,1,Sales Executive,Divorced,25460,1.0,Y,14,8,1,10.0,2,10,8,9,3.0,3.0,2.0,3,3,24-33
3558,44,No,Travel_Rarely,Research & Development,3,Master,Medical,1,Male,2,Research Scientist,Single,25640,1.0,Y,12,8,3,20.0,3,20,13,17,4.0,4.0,3.0,1,3,42-51
3559,20,No,Travel_Rarely,Research & Development,18,Master,Medical,1,Male,1,Human Resources,Single,84120,1.0,Y,13,8,0,2.0,2,2,2,2,3.0,4.0,3.0,2,3,15-24
3560,46,No,Travel_Rarely,Sales,9,Below College,Medical,1,Female,1,Sales Executive,Divorced,141180,2.0,Y,22,8,0,12.0,3,6,1,4,4.0,4.0,2.0,3,4,42-51
3561,42,No,Non-Travel,Research & Development,5,Master,Medical,1,Male,5,Sales Executive,Married,170460,7.0,Y,11,8,0,10.0,3,4,0,3,4.0,1.0,4.0,2,3,42-51
3562,60,No,Travel_Rarely,Sales,2,College,Life Sciences,1,Male,2,Sales Executive,Divorced,25640,0.0,Y,14,8,1,12.0,3,11,1,9,2.0,4.0,3.0,3,3,
3563,32,No,Travel_Frequently,Sales,10,Bachelor,Life Sciences,1,Female,1,Sales Executive,Married,102660,1.0,Y,11,8,0,2.0,3,2,2,2,3.0,2.0,3.0,3,3,24-33
3564,32,No,Travel_Frequently,Research & Development,9,Bachelor,Life Sciences,1,Female,2,Research Scientist,Single,50700,4.0,Y,12,8,1,10.0,6,8,0,7,4.0,3.0,3.0,3,3,24-33
3565,36,No,Travel_Rarely,Sales,3,College,Marketing,1,Male,4,Healthcare Representative,Divorced,178610,2.0,Y,18,8,0,17.0,2,7,7,7,3.0,1.0,3.0,2,3,33-42
3566,33,No,Travel_Rarely,Sales,26,College,Marketing,1,Male,1,Research Scientist,Married,42300,0.0,Y,12,8,0,15.0,0,14,4,10,1.0,4.0,3.0,3,3,33-42
3567,40,No,Travel_Rarely,Research & Development,1,Bachelor,Medical,1,Female,2,Research Scientist,Divorced,37800,7.0,Y,12,8,0,7.0,2,5,1,3,2.0,2.0,4.0,1,3,33-42
3568,25,No,Travel_Rarely,Research & Development,6,College,Medical,1,Female,1,Laboratory Technician,Single,27680,0.0,Y,22,8,1,5.0,0,4,1,1,3.0,4.0,3.0,3,4,24-33
3569,30,No,Travel_Rarely,Sales,9,Bachelor,Marketing,1,Female,1,Research Scientist,Married,90710,0.0,Y,19,8,1,12.0,2,11,5,7,4.0,2.0,3.0,2,3,24-33
3570,42,No,Travel_Frequently,Human Resources,8,College,Medical,1,Male,1,Sales Executive,Married,106480,3.0,Y,13,8,1,20.0,1,1,0,0,1.0,1.0,3.0,3,3,42-51
3571,35,No,Non-Travel,Research & Development,1,Below College,Life Sciences,1,Male,2,Sales Executive,Married,136100,4.0,Y,22,8,2,16.0,4,13,4,12,3.0,4.0,2.0,2,4,33-42
3572,27,No,Travel_Rarely,Research & Development,7,Bachelor,Life Sciences,1,Male,3,Manufacturing Director,Married,34080,1.0,Y,24,8,0,9.0,2,9,6,8,1.0,1.0,2.0,3,4,24-33
3573,54,No,Travel_Frequently,Research & Development,9,College,Medical,1,Male,2,Sales Representative,Divorced,29830,7.0,Y,14,8,1,33.0,2,5,1,4,4.0,3.0,1.0,2,3,51-60
3574,44,No,Travel_Rarely,Human Resources,4,Master,Life Sciences,1,Male,5,Laboratory Technician,Married,76320,1.0,Y,21,8,0,10.0,3,10,7,7,1.0,4.0,3.0,3,4,42-51
3575,19,Yes,Non-Travel,Sales,2,College,Other,1,Male,3,Healthcare Representative,Single,98240,1.0,Y,18,8,0,1.0,2,1,0,0,1.0,2.0,4.0,3,3,15-24
3576,29,No,Travel_Rarely,Research & Development,19,Master,Life Sciences,1,Male,1,Manufacturing Director,Divorced,99500,1.0,Y,20,8,0,3.0,3,3,1,2,1.0,4.0,3.0,3,4,24-33
3577,54,No,Travel_Rarely,Research & Development,9,Master,Life Sciences,1,Male,2,Sales Executive,Married,20930,3.0,Y,19,8,0,36.0,2,10,0,9,4.0,4.0,3.0,3,3,51-60
3578,31,No,Travel_Rarely,Research & Development,21,Bachelor,Life Sciences,1,Male,2,Laboratory Technician,Married,99800,1.0,Y,12,8,0,6.0,1,6,0,1,3.0,1.0,2.0,3,3,24-33
3579,31,No,Travel_Rarely,Sales,24,Below College,Marketing,1,Female,1,Sales Executive,Single,38940,1.0,Y,12,8,0,10.0,3,10,1,8,3.0,1.0,3.0,4,3,24-33
3580,59,No,Travel_Rarely,Research & Development,3,Master,Technical Degree,1,Male,1,Research Scientist,Single,40510,5.0,Y,16,8,3,13.0,3,6,0,5,3.0,4.0,3.0,3,3,51-60
3581,43,No,Travel_Rarely,Research & Development,11,College,Life Sciences,1,Male,3,Laboratory Technician,Married,168350,3.0,Y,17,8,1,25.0,3,8,0,7,3.0,4.0,3.0,3,3,42-51
3582,49,No,Travel_Rarely,Sales,14,Master,Life Sciences,1,Male,2,Research Scientist,Married,62300,2.0,Y,14,8,0,23.0,2,1,0,0,1.0,3.0,4.0,2,3,42-51
3583,36,No,Travel_Frequently,Sales,5,College,Marketing,1,Female,1,Laboratory Technician,Married,47170,1.0,Y,19,8,1,12.0,3,11,0,7,3.0,2.0,2.0,3,3,33-42
3584,48,No,Travel_Rarely,Research & Development,1,Master,Life Sciences,1,Female,2,Laboratory Technician,Single,132370,5.0,Y,13,8,1,7.0,2,1,0,0,4.0,2.0,2.0,4,3,42-51
3585,27,No,Travel_Rarely,Research & Development,6,Master,Life Sciences,1,Male,2,Laboratory Technician,Divorced,37550,1.0,Y,19,8,0,5.0,2,5,0,3,1.0,3.0,3.0,3,3,24-33
3586,29,No,Travel_Rarely,Sales,17,Master,Medical,1,Male,1,Laboratory Technician,Divorced,65820,1.0,Y,19,8,1,6.0,3,6,1,0,3.0,4.0,3.0,3,3,24-33
3587,48,No,Travel_Rarely,Sales,1,Below College,Marketing,1,Male,2,Manufacturing Director,Single,74060,6.0,Y,14,8,2,25.0,2,1,0,0,4.0,4.0,4.0,3,3,42-51
3588,29,No,Travel_Rarely,Research & Development,3,Bachelor,Technical Degree,1,Female,2,Healthcare Representative,Divorced,48050,3.0,Y,16,8,1,9.0,2,7,1,7,4.0,4.0,2.0,3,3,24-33
3589,34,No,Travel_Rarely,Sales,9,Master,Medical,1,Female,2,Laboratory Technician,Married,27410,0.0,Y,15,8,1,2.0,3,1,0,0,3.0,3.0,2.0,3,3,33-42
3590,44,No,Travel_Rarely,Research & Development,4,Bachelor,Life Sciences,1,Female,1,Laboratory Technician,Married,42620,7.0,Y,18,8,0,26.0,2,22,3,10,2.0,2.0,3.0,3,3,42-51
3591,33,No,Travel_Rarely,Research & Development,8,College,Life Sciences,1,Female,2,Research Scientist,Divorced,161840,0.0,Y,13,8,1,10.0,2,9,0,8,4.0,3.0,3.0,4,3,33-42
3592,19,No,Travel_Rarely,Sales,2,Master,Marketing,1,Male,3,Laboratory Technician,Single,115570,1.0,Y,22,8,0,1.0,0,1,0,1,2.0,4.0,3.0,3,4,15-24
3593,23,No,Travel_Rarely,Sales,2,Bachelor,Medical,1,Male,3,Laboratory Technician,Married,18780,1.0,Y,13,8,1,1.0,2,1,0,1,4.0,3.0,3.0,3,3,15-24
3594,25,Yes,Travel_Frequently,Research & Development,1,Below College,Life Sciences,1,Male,1,Manufacturing Director,Single,109320,1.0,Y,11,8,1,1.0,3,1,1,0,3.0,4.0,3.0,3,3,24-33
3595,26,No,Travel_Rarely,Human Resources,9,Bachelor,Life Sciences,1,Male,2,Research Scientist,Single,68110,1.0,Y,11,8,1,8.0,4,8,2,2,3.0,4.0,2.0,3,3,24-33
3596,45,Yes,Travel_Rarely,Human Resources,12,Bachelor,Human Resources,1,Male,2,Laboratory Technician,Single,43060,2.0,Y,11,8,2,26.0,3,24,1,11,1.0,2.0,3.0,3,3,42-51
3597,55,No,Non-Travel,Research & Development,27,Bachelor,Life Sciences,1,Female,2,Manager,Divorced,48590,1.0,Y,24,8,1,34.0,3,33,15,0,4.0,2.0,3.0,4,4,51-60
3598,21,Yes,Travel_Frequently,Research & Development,20,College,Medical,1,Female,4,Research Scientist,Single,53370,1.0,Y,14,8,1,2.0,2,2,2,2,1.0,3.0,1.0,3,3,15-24
3599,46,No,Travel_Rarely,Research & Development,1,Master,Life Sciences,1,Male,1,Manufacturing Director,Married,23400,2.0,Y,13,8,1,26.0,2,11,0,8,4.0,2.0,3.0,1,3,42-51
3600,34,No,Travel_Rarely,Sales,13,Master,Medical,1,Male,3,Sales Representative,Single,74910,0.0,Y,14,8,1,4.0,3,3,0,2,3.0,1.0,3.0,2,3,33-42
3601,51,No,Travel_Frequently,Research & Development,14,Bachelor,Life Sciences,1,Male,2,Research Director,Divorced,105270,4.0,Y,14,8,0,31.0,3,29,11,10,4.0,2.0,2.0,3,3,51-60
3602,59,No,Travel_Rarely,Research & Development,4,College,Life Sciences,1,Male,2,Research Scientist,Single,165950,6.0,Y,21,8,1,25.0,2,9,5,4,4.0,4.0,2.0,3,4,51-60
3603,34,No,Travel_Frequently,Sales,14,Master,Medical,1,Female,3,Research Scientist,Divorced,88340,4.0,Y,13,8,1,15.0,1,11,5,10,3.0,2.0,4.0,3,3,33-42
3604,28,No,Travel_Frequently,Research & Development,2,Bachelor,Other,1,Female,1,Manager,Single,55770,0.0,Y,19,8,0,5.0,3,4,0,2,4.0,3.0,2.0,3,3,24-33
3605,44,No,Travel_Rarely,Research & Development,3,Master,Life Sciences,1,Male,2,Research Scientist,Divorced,47070,1.0,Y,17,8,0,26.0,4,25,14,13,3.0,1.0,2.0,1,3,42-51
3606,34,No,Travel_Frequently,Sales,1,Bachelor,Life Sciences,1,Male,2,Sales Executive,Married,24000,4.0,Y,18,8,1,14.0,3,10,1,8,3.0,2.0,4.0,3,3,33-42
3607,35,No,Travel_Rarely,Research & Development,9,Bachelor,Life Sciences,1,Male,4,Healthcare Representative,Married,98240,0.0,Y,19,8,0,4.0,2,3,2,2,3.0,3.0,3.0,3,3,33-42
3608,42,No,Travel_Rarely,Research & Development,23,Master,Life Sciences,1,Female,1,Manager,Married,64470,6.0,Y,13,8,0,18.0,3,1,0,0,2.0,2.0,3.0,3,3,42-51
3609,43,No,Travel_Rarely,Research & Development,7,College,Medical,1,Female,1,Laboratory Technician,Single,195020,3.0,Y,18,8,2,23.0,3,21,15,17,4.0,4.0,4.0,4,3,42-51
3610,36,No,Travel_Rarely,Research & Development,2,Master,Medical,1,Male,1,Healthcare Representative,Single,27250,9.0,Y,21,8,1,18.0,4,16,5,12,3.0,2.0,3.0,2,4,33-42
3611,44,Yes,Travel_Rarely,Research & Development,21,Master,Life Sciences,1,Female,2,Laboratory Technician,Married,62720,1.0,Y,19,8,1,10.0,3,10,0,5,1.0,4.0,3.0,3,3,42-51
3612,28,No,Travel_Frequently,Research & Development,2,Bachelor,Life Sciences,1,Female,2,Sales Representative,Married,21270,1.0,Y,14,8,0,2.0,3,2,2,2,4.0,4.0,3.0,3,3,24-33
3613,51,No,Travel_Frequently,Sales,21,Master,Medical,1,Male,2,Research Scientist,Single,182000,0.0,Y,17,8,0,8.0,3,7,7,7,2.0,3.0,2.0,3,3,51-60
3614,30,No,Non-Travel,Research & Development,2,Master,Other,1,Male,1,Research Scientist,Single,20960,7.0,Y,11,8,3,10.0,2,8,1,7,3.0,3.0,3.0,3,3,24-33
3615,29,Yes,Travel_Rarely,Research & Development,29,Master,Technical Degree,1,Female,1,Sales Representative,Divorced,28860,3.0,Y,13,8,0,10.0,4,7,7,7,2.0,3.0,3.0,3,3,24-33
3616,28,No,Travel_Rarely,Sales,1,Master,Life Sciences,1,Female,2,Sales Representative,Single,20330,2.0,Y,15,8,1,5.0,5,3,1,2,4.0,1.0,2.0,3,3,24-33
3617,25,No,Travel_Rarely,Research & Development,18,College,Life Sciences,1,Male,1,Research Scientist,Single,36220,1.0,Y,25,8,0,2.0,0,2,2,1,4.0,2.0,2.0,3,4,24-33
3618,32,No,Travel_Rarely,Research & Development,10,Master,Other,1,Female,1,Sales Executive,Married,42330,1.0,Y,11,8,0,10.0,5,10,0,8,3.0,4.0,4.0,3,3,24-33
3619,45,No,Travel_Frequently,Research & Development,19,Bachelor,Medical,1,Male,3,Laboratory Technician,Single,36810,3.0,Y,17,8,1,22.0,2,0,0,0,2.0,2.0,3.0,3,3,42-51
3620,39,No,Travel_Rarely,Sales,29,Below College,Marketing,1,Female,1,Laboratory Technician,Divorced,54600,6.0,Y,13,8,2,21.0,3,19,15,2,3.0,2.0,3.0,3,3,33-42
3621,58,No,Travel_Rarely,Research & Development,27,Bachelor,Other,1,Male,2,Laboratory Technician,Divorced,21870,1.0,Y,18,8,1,2.0,1,2,2,2,1.0,3.0,3.0,1,3,51-60
3622,32,Yes,Travel_Rarely,Research & Development,5,Bachelor,Technical Degree,1,Female,1,Sales Executive,Married,96020,1.0,Y,13,8,1,10.0,3,10,1,1,4.0,3.0,3.0,3,3,24-33
3623,39,Yes,Travel_Rarely,Research & Development,18,College,Life Sciences,1,Male,2,Laboratory Technician,Single,28360,0.0,Y,20,8,0,6.0,3,5,0,3,3.0,1.0,3.0,2,4,33-42
3624,30,No,Travel_Rarely,Sales,9,Below College,Marketing,1,Male,4,Research Director,Married,40890,0.0,Y,18,8,0,10.0,2,9,6,7,1.0,4.0,3.0,4,3,24-33
3625,36,No,Travel_Rarely,Sales,1,Bachelor,Marketing,1,Male,2,Sales Executive,Married,166270,3.0,Y,12,8,0,10.0,5,7,1,7,4.0,3.0,3.0,2,3,33-42
3626,46,No,Travel_Rarely,Sales,4,Bachelor,Medical,1,Male,1,Research Scientist,Single,26190,6.0,Y,12,8,1,10.0,3,7,5,7,4.0,1.0,4.0,2,3,42-51
3627,28,No,Non-Travel,Research & Development,1,Bachelor,Medical,1,Male,5,Sales Executive,Married,56790,0.0,Y,13,8,0,10.0,2,9,7,5,3.0,4.0,3.0,2,3,24-33
3628,50,No,Travel_Rarely,Research & Development,20,College,Medical,1,Female,5,Laboratory Technician,Married,154020,4.0,Y,21,8,0,25.0,3,3,1,2,4.0,1.0,3.0,2,4,42-51
3629,40,Yes,Travel_Rarely,Sales,8,Below College,Other,1,Male,1,Laboratory Technician,Single,59850,2.0,Y,13,8,3,9.0,1,5,1,0,4.0,2.0,3.0,2,3,33-42
3630,52,Yes,Travel_Rarely,Research & Development,3,College,Technical Degree,1,Male,3,Laboratory Technician,Single,25790,9.0,Y,19,8,1,10.0,1,8,7,7,2.0,2.0,2.0,3,3,51-60
3631,30,No,Travel_Rarely,Research & Development,6,Master,Medical,1,Female,1,Sales Executive,Married,30410,1.0,Y,11,8,1,9.0,2,9,0,8,2.0,1.0,3.0,2,3,24-33
3632,39,No,Travel_Rarely,Research & Development,26,Below College,Medical,1,Male,2,Healthcare Representative,Single,34470,0.0,Y,14,8,0,9.0,5,8,1,7,1.0,3.0,3.0,3,3,33-42
3633,31,No,Non-Travel,Research & Development,1,College,Medical,1,Male,1,Sales Executive,Divorced,195130,1.0,Y,12,8,1,10.0,1,10,9,6,4.0,3.0,2.0,2,3,24-33
3634,41,No,Non-Travel,Sales,6,Bachelor,Life Sciences,1,Female,1,Research Director,Single,27730,1.0,Y,11,8,0,19.0,3,19,11,9,3.0,2.0,3.0,3,3,33-42
3635,31,Yes,Travel_Frequently,Research & Development,3,Below College,Life Sciences,1,Male,1,Sales Executive,Single,71040,1.0,Y,14,8,1,3.0,3,3,2,2,4.0,2.0,4.0,3,3,24-33
3636,44,Yes,Travel_Rarely,Sales,5,Bachelor,Life Sciences,1,Male,1,Laboratory Technician,Married,63220,4.0,Y,11,8,1,10.0,2,3,1,2,1.0,1.0,4.0,3,3,42-51
3637,42,No,Non-Travel,Research & Development,4,Bachelor,Life Sciences,1,Male,2,Laboratory Technician,Married,20830,0.0,Y,12,8,2,21.0,3,20,2,10,3.0,3.0,2.0,2,3,42-51
3638,55,No,Travel_Rarely,Sales,11,Bachelor,Technical Degree,1,Male,2,Manufacturing Director,Married,83810,4.0,Y,15,8,1,23.0,3,19,9,11,4.0,3.0,3.0,3,3,51-60
3639,56,No,Travel_Rarely,Sales,3,College,Medical,1,Female,3,Manufacturing Director,Single,26910,6.0,Y,16,8,1,36.0,6,7,7,7,4.0,2.0,3.0,3,3,51-60
3640,40,No,Non-Travel,Research & Development,1,Below College,Life Sciences,1,Male,1,Laboratory Technician,Divorced,42860,9.0,Y,15,8,0,6.0,6,4,0,0,3.0,3.0,3.0,3,3,33-42
3641,34,No,Travel_Rarely,Research & Development,3,College,Technical Degree,1,Male,2,Research Director,Divorced,26590,0.0,Y,24,8,3,10.0,2,9,1,6,4.0,4.0,2.0,3,4,33-42
3642,40,No,Travel_Rarely,Sales,4,Bachelor,Medical,1,Male,2,Sales Executive,Single,94340,1.0,Y,13,8,1,9.0,3,9,8,8,3.0,4.0,3.0,2,3,33-42
3643,41,No,Travel_Frequently,Sales,1,Master,Other,1,Female,2,Healthcare Representative,Divorced,55610,0.0,Y,11,8,0,10.0,2,9,1,7,3.0,1.0,3.0,2,3,33-42
3644,35,No,Travel_Frequently,Sales,1,College,Technical Degree,1,Male,2,Manager,Single,66460,1.0,Y,13,8,1,9.0,2,9,1,1,3.0,3.0,3.0,2,3,33-42
3645,51,No,Travel_Rarely,Sales,18,College,Life Sciences,1,Male,4,Manufacturing Director,Divorced,77250,1.0,Y,13,8,1,33.0,2,33,0,10,3.0,2.0,3.0,3,3,51-60
3646,38,No,Travel_Rarely,Sales,2,Master,Life Sciences,1,Female,1,Research Scientist,Divorced,107250,3.0,Y,18,8,0,11.0,5,7,1,7,2.0,1.0,3.0,2,3,33-42
3647,34,No,Travel_Rarely,Sales,4,Bachelor,Life Sciences,1,Male,2,Research Scientist,Single,88470,1.0,Y,16,8,0,10.0,3,10,9,6,3.0,1.0,4.0,4,3,33-42
3648,25,No,Travel_Rarely,Research & Development,6,College,Medical,1,Female,4,Research Scientist,Married,20450,3.0,Y,19,8,0,7.0,3,3,1,2,4.0,4.0,2.0,3,3,24-33
3649,58,Yes,Travel_Rarely,Sales,1,Master,Technical Degree,1,Male,2,Sales Executive,Married,10090,7.0,Y,13,8,2,31.0,3,10,5,9,3.0,1.0,2.0,4,3,51-60
3650,40,No,Travel_Rarely,Research & Development,14,Master,Medical,1,Female,1,Research Scientist,Married,33480,3.0,Y,22,8,0,7.0,2,4,0,3,2.0,2.0,3.0,1,4,33-42
3651,36,No,Travel_Frequently,Sales,16,College,Life Sciences,1,Male,1,Research Scientist,Married,12810,2.0,Y,11,8,0,17.0,2,15,6,13,1.0,1.0,2.0,3,3,33-42
3652,48,No,Travel_Rarely,Research & Development,2,Below College,Life Sciences,1,Male,2,Research Scientist,Single,28190,1.0,Y,20,8,0,11.0,2,10,0,8,4.0,4.0,3.0,2,4,42-51
3653,27,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,1,Female,2,Laboratory Technician,Married,48510,8.0,Y,18,8,0,5.0,2,1,0,0,3.0,4.0,3.0,3,3,24-33
